,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
6414,What-To-Doodles,,"
Animation            ",,"
A team of adventurous and lovable young creatures play, grow, laugh, learn, and sing together in this series that teaches young viewers ""what to do"" in everyday social experiences and firsts.","

    Star:
Deeivya Meir
",,,
3460,Fabulous Lives of Bollywood Wives,(2020– ),"
Reality-TV            ",4.7,"
Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.","

    Stars:
Maheep Kapoor,
Seema Khan,
Neelam Kothari,
Bhavana Pandey
","7,070",35.0,
5521,Heart & Soul,(2020),"
Drama            ",4.2,"
At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.","

    Stars:
Chioma Adibe,
Ademola Amoo,
Odun Ayo,
Phoenix Ezendu
",6,25.0,
332,Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",6.9,"
A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.","

    Stars:
Freddie Thorp,
Sadie Soverall,
Theo Graham,
Abigail Cowen
","30,827",,
4718,Hartenstraat,(2014),"
Romance            ",6.3,"
Single father and Deli owner Daan tries to find love online. Katje a beautiful yet self absorbed designer opens a store next door, they instantly dislike each other. Daan daughter Saar ...                See full summary »
","
    Director:
Sanne Vogel
|
    Stars:
Marwan Kenzari,
Bracha van Doesburgh,
Georgina Verbaan,
Jan Kooijman
","2,068",90.0,
1098,Contraband,(2012),"
Action, Crime, Drama            ",6.4,"
To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","
    Director:
Baltasar Kormákur
|
    Stars:
Mark Wahlberg,
Giovanni Ribisi,
Kate Beckinsale,
Robert Wahlberg
","119,261",109.0,$66.53M
4110,Anthony Jeselnik: Fire in the Maternity Ward,(2019 TV Special),"
Comedy            ",7.2,"
Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.","
    Director:
Marcus Raboy
|
    Star:
Anthony Jeselnik
","3,157",64.0,
9284, Las mágicas historias de Plim Plim,(2011–2016),"
Animation, Comedy, Family            ",,"
Add a Plot
","
    Directors:
Mikhail Plata,
Michael Fuer,
Mejo Joseph,
Normandy Vamos,
Hubert Zapalowicz
|
    Stars:
Tian Brass,
Kerr Logan,
Emilio A. Villarino
",,,
8510, Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.9,"
Aang's moment of truth arrives. Can he defeat Ozai, the Phoenix King? Will he be forced to take a human life? All the characters face their greatest challenges.","
    Director:
Joaquim Dos Santos
|
    Stars:
Zach Tyler,
Mae Whitman,
Jack De Sena,
Michaela Jill Murphy
","8,813",92.0,
1137,Thomas the Tank Engine & Friends,(1984–2021),"
Animation, Adventure, Comedy            ",6.6,"
This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.","

    Stars:
Michael Angelis,
Keith Wickham,
Michael Brandon,
Kerry Shale
","4,153",11.0,
4080,Les gars sûrs,(2022),"
Action, Comedy            ",,"
Plot Unknown, Sequel of De l'autre côté du périph (2012).","
    Director:
Louis Leterrier
|
    Stars:
Omar Sy,
Laurent Lafitte,
Izïa Higelin,
Dimitri Storoge
",,,
1785,High Flying Bird,(2019),"
Drama, Sport            ",6.2,"
During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.","
    Director:
Steven Soderbergh
|
    Stars:
André Holland,
Melvin Gregg,
Eddie Tavares,
Farah Bala
","8,041",90.0,
4019,Bright: Samurai Soul,,"
Animation, Action, Adventure            ",,"
Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.","
    Director:
Kyohei Ishiguro
",,,
4495,Strike a Pose,(2016),"
Documentary, Music            ",7.2,"
What does it take to express yourself? The surprising and moving story of Madonna's most famous troupe of dancers.","
    Directors:
Ester Gould,
Reijer Zwaan
|
    Stars:
Madonna,
Luis Camacho,
Jose Guitierez,
Kevin Alexander Stea
","1,700",83.0,
7545, Rhythm + Flow,(2019– ),"
Music, Reality-TV            ",7.9,"
Add a Plot
","
    Director:
Sam Wrench
|
    Stars:
2'Live Bre,
Troy Curry,
Daniel Farris
",55,,
4672,One Hundred Years of Solitude,,"
Drama            ",,"
The story of the Macondo city and five generations of the founders family, Buendia.","
",,,
3853,Hasta los dientes,(2018),"
Documentary, Crime, Thriller            ",8.0,"
On March 19th 2010, the Mexican government announced the death of two hitmen, armed to the teeth, in the city of Monterrey, Nuevo León. Days later, it was discovered that they were in fact ...                See full summary »
","
    Director:
Alberto Saúl Arnaut Estrada
",551,105.0,
8212, Black Lightning,(2017–2021),"
Action, Drama, Sci-Fi            ",7.3,"
After learning that Gravedigger and the Markovians are coming to attack Freeland, the Pierce family prepares for war.","
    Director:
Oz Scott
|
    Stars:
Cress Williams,
China Anne McClain,
Nafessa Williams,
Christine Adams
",300,41.0,
3261,Juanita,(I) (2019),"
Drama            ",6.0,"
Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.","
    Director:
Clark Johnson
|
    Stars:
Alfre Woodard,
Bonnie Johnson,
Jordan Nia Elizabeth,
Acoryé White
","2,208",90.0,
7533, Toy Boy,(2019),"
Crime, Drama, Thriller            ",7.5,"
While the Toy Boys relaunch, Hugo and Triana discover that the corpse isn't Philip Normal and set out to find him and discover what really happened that day.","
    Director:
Iñaki Mercero
|
    Stars:
Jesús Mosquera,
Cristina Castaño,
María Pedraza,
José de la Torre
",146,,
5179,Monty Don's French Gardens,(2013–2017),"
Documentary            ",7.9,"
Monty Don visits some of the most famous and interesting gardens in France.","

    Star:
Monty Don
",186,59.0,
5263,My Hotter Half,(2017– ),"
Reality-TV            ",4.1,"
It's partner versus partner, as couples compete to make the most smoking selfie in this explosive, nerve-jangling battle of hotness.","

    Stars:
Melvin Odoom,
Charley Clark,
Can Somer
",212,,
4426,Til Death Do Us Part,(II) (2019),"
Sci-Fi, Thriller            ",6.5,"
Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires -- and darkest fears.","

    Stars:
Kun-Da Wu,
Run-yin Bai,
Tie-Hsiang Ban,
Teng-Hung Hsia
",162,,
970,Friends from College,(2017–2019),"
Comedy, Drama            ",6.9,"
Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.","

    Stars:
Keegan-Michael Key,
Cobie Smulders,
Annie Parisse,
Nat Faxon
","19,088",30.0,
6128,The Whole World is Watching: Inside Aaron Sorkin's Trial of the Chicago 7,(2021 TV Special),,,"
Add a Plot
","

    Stars:
Yahya Abdul-Mateen II,
Alan Baumgarten,
Celeste,
Kelvin Harrison Jr.
",,28.0,
2841,A pesar de todo,(2019),"
Comedy            ",5.4,"
Four different sisters who all have their own little secrets, attend their mother's funeral in Madrid, where the will reveals that their dad was not their biological father; they go on a quest together seeking their biological fathers.","
    Director:
Gabriela Tagliavini
|
    Stars:
Blanca Suárez,
Macarena García,
Amaia Salamanca,
Belén Cuesta
","4,437",78.0,
4778,Sons of the Caliphate,(2018– ),"
Drama            ",7.3,"
This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the ...                See full summary »
","

    Stars:
Patrick Doyle,
Mofe Duncan,
Yakubu Mohammed,
Ibrahim Rufai
",27,,
5723,Cocomong,(2008– ),"
Animation            ",4.3,"
A little sausage becomes a monkey, an egg becomes a rabbit, a radish becomes a hippo, a cucumber becomes a crocodile and a carrot becomes a donkey. These unique characters express the fun ...                See full summary »
","
",8,,
7721, Scams,(2019– ),"
Action, Crime, Drama            ",,"
Add a Plot
","

    Stars:
Shôdai Fukuyama,
Asuka Hanamura,
Tomoya Maeno,
Naomi Nishida
",,,
9594, Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Freddie Thorp,
Sadie Soverall,
Theo Graham,
Jacob Dudman
",,,
2499,Queen Sono,(2020–2021),"
Action, Crime, Drama            ",6.0,"
A drama about a secret agent who fights crime while dealing with crises in her personal life.","

    Stars:
Pearl Thusi,
Vuyo Dabula,
Sechaba Morojele,
Chi Mhende
","1,093",43.0,
5531,Die Präsenz,(2014),"
Horror            ",4.0,"
Markus spends some time with his girlfriend Rebecca and friend Lukas in Hohnau castle which is uninhabited and supposed to be haunted. For two of them it's the last days of their lives.","
    Director:
Daniele Grieco
|
    Stars:
Liv Lisa Fries,
Matthias Dietrich,
Henning Nöhren,
Susanne Reuter
","1,437",83.0,
6931, She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",7.8,"
Shadow Weaver appears in Bright Moon, refusing to speak to anyone but Adora. As Catra awaits punishment, Entrapta pushes Hordak on the portal project.","
    Directors:
Roy Burdine,
Steve Cooper
|
    Stars:
Aimee Carrero,
Karen Fukuhara,
AJ Michalka,
Marcus Scribner
",935,24.0,
8043, Age of Samurai: Battle for Japan,(2021– ),"
Documentary, Action, Adventure            ",7.5,"
With the country unified, Hideyoshi plans to expand his reign to China. Logistical challenges and fierce operation in Korea prove to be costly.","
    Director:
Stephen Scott
|
    Stars:
Hiro Kanagawa,
Masami Kosaka,
Hayate Masao,
Hideaki Itô
",142,43.0,
8050, A Suitable Boy,(2020– ),"
Drama, Romance            ",6.1,"
Lata continues to pursue a relationship with Kabir Durrani, despite knowing her mother would disapprove of the match. When news that her daughter has been seen with an unsuitable boy reaches Rupa she takes action to keep them apart.","
    Director:
Mira Nair
|
    Stars:
Tanya Maniktala,
Danesh Razvi,
Boloram Das,
Mahira Kakkar
",156,58.0,
1194,Requiem,(2018),"
Drama, Fantasy, Mystery            ",6.5,"
When her mother commits suicide, a cellist's life is turned upside down by mysterious questions raised about her past.","

    Stars:
Lydia Wilson,
James Frecheville,
Sian Reese-Williams,
Brendan Coyle
","5,813",60.0,
3549,Salt Fat Acid Heat,(2018),"
Documentary            ",7.7,"
Docuseries, based on the award-winning book, explores the essence of cooking and the vital ingredients at the heart of a great dish.","

    Star:
Samin Nosrat
","2,138",,
2953,El incidente,(2014),"
Horror, Sci-Fi, Thriller            ",6.3,"
Two parallel stories about characters trapped in illogical endless spaces: two brothers and a detective locked on an infinite staircase, and a family locked on an infinite road - for a very long time.","
    Director:
Isaac Ezban
|
    Stars:
Raúl Méndez,
Magda Brugengheim,
Humberto Busto,
Erick Trinidad Camacho
","3,417",100.0,
6983, La Reina de Indias y el Conquistador,(2020– ),"
Drama, History            ",,"
When the mine's owner comes to visit, Pedro takes a risk and proposes an idea that could benefit everyone. Nicuesa puts the convent under surveillance.","

    Stars:
Emmanuel Esparza,
Essined Aponte,
Manuel Navarro,
Álvaro Benet
",,,
569,Shaft,(2019),"
Action, Comedy, Crime            ",6.4,"
JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.","
    Director:
Tim Story
|
    Stars:
Samuel L. Jackson,
Jessie T. Usher,
Richard Roundtree,
Regina Hall
","48,354",111.0,$21.36M
7661, Tiny House Nation,(2014– ),"
Reality-TV            ",7.9,"
John and Zack head to Arkansas farm country, to help a couple who have been living on the road turn a school bus into a tiny home where they can settle down. Carol and Charlie have spent ...                See full summary »
","

    Stars:
John Weisbarth,
Zack Giffin,
Carol Boger,
Charles Boger
",20,41.0,
5475,Hoodrats 2: Hoodrat Warriors,(2008),"
Action            ",4.1,"
Beautiful girls kicking ass, Smashing skulls and fighting Gang members in Los Angeles. One battle after another till confronting the King of the streets.","
    Director:
Edgar Arellano
|
    Stars:
Donnabella Mortel,
June Marie Sparagna,
Arden Cho,
Jarrett Arthur
",108,92.0,
6402,Fuller House Season 2: Behind the Scenes with New Kids on the Block,(2016),"
Short            ",,"
Add a Plot
","
",,,
9494, Heartstopper,,"
Drama, Romance            ",,"
Add a Plot
","
    Director:
Euros Lyn
",,,
1028,Isn't It Romantic,(2019),"
Comedy, Fantasy, Musical            ",5.9,"
A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.","
    Director:
Todd Strauss-Schulson
|
    Stars:
Rebel Wilson,
Liam Hemsworth,
Adam Devine,
Priyanka Chopra Jonas
","65,584",89.0,$48.79M
3065,Under solen,(1998),"
Drama, Romance            ",6.7,"
Olof lives alone on a farm after the death of his mother. Unable to read and write, he is dependent on his younger friend, Erik. Olof advertises for a housekeeper, and Ellen arrives. During summer Olof's heart and Erik's desires develops.","
    Director:
Colin Nutley
|
    Stars:
Rolf Lassgård,
Helena Bergström,
Johan Widerberg,
Gunilla Röör
","2,510",130.0,$0.29M
5817,A Go! Go! Cory Carson Christmas,(2020 TV Special),"
Animation, Short, Family            ",6.4,"
When a familiar stranger shows up with no memory, Cory saves Christmas for everyone by helping him remember the magic of Christmas.","
    Directors:
Stanley Moore,
Alex Woo
|
    Stars:
Ella Joy Ballesteros,
Maisie Benson,
Smith Foreman,
Kerry Gudjohnsen
",37,21.0,
293,Midnight in Paris,(2011),"
Comedy, Fantasy, Romance            ",7.7,"
While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","
    Director:
Woody Allen
|
    Stars:
Owen Wilson,
Rachel McAdams,
Kathy Bates,
Kurt Fuller
","399,157",94.0,$56.82M
9381, Son of Abish,(2014– ),"
Comedy, Talk-Show            ",,"
In this episode, watch Abish seamlessly transition from one question to another to make sure there's a connection between all stories. Bassi and Dolly reveal how they manipulate their parents into approving of their profession.","

    Stars:
Abish Mathew,
Dolly Singh,
Anubhav Singh Bassi,
Samay Raina
",,,
5395,Boca Juniors Confidencial,(2018),"
Documentary, Sport            ",6.3,"
A closer look of Boca Juniors's players, fans and staff to the club's day-to-day, in order to win the Argentinean League, the Superliga, again.","

    Stars:
Juan Pablo Varsky,
Guillermo Barros Schelotto,
Boca Juniors,
Lisandro Magallán
",317,45.0,
5504,Black Heart,(2014),"
Drama            ",6.5,"
Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.","
",41,,
1031,La trêve,(2016– ),"
Crime, Drama, Thriller            ",7.6,"
Crime series kick-started by the finding on a young man's body.","

    Stars:
Yoann Blanc,
Jasmina Douieb,
Lara Hubinont,
Tom Audenaert
","5,936",52.0,
4327,Daughters of Destiny,(2017– ),"
Documentary            ",8.6,"
Oscar-winning filmmaker Vanessa Roth follows a group of rural India's most disadvantaged children over the course of seven years.","

    Stars:
Shilpa Anthony Raj,
Abraham George,
Ajit George,
Mariam George
",822,60.0,
6478, Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",7.8,"
Aang, Katara, and Sokka have their friendship tested by a charismatic Rebel Leader who is fighting against the Fire Nation.","
    Director:
Dave Filoni
|
    Stars:
Zach Tyler,
Mae Whitman,
Jack De Sena,
Dee Bradley Baker
","3,164",25.0,
455,Crazy Ex-Girlfriend,(2015–2019),"
Comedy, Musical            ",7.8,"
A young woman abandons a choice job at a law firm and her life in New York in an attempt to find happiness in the unlikely locale of West Covina, California.","

    Stars:
Rachel Bloom,
Donna Lynne Champlin,
Vincent Rodriguez III,
Pete Gardner
","17,902",42.0,
397,22 July,(2018),"
Crime, Drama, History            ",6.8,"
A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.","
    Director:
Paul Greengrass
|
    Stars:
Anders Danielsen Lie,
Jonas Strand Gravli,
Jon Øigarden,
Maria Bock
","30,905",143.0,
6959, Luna Nera,(2020– ),"
Drama, Fantasy, Thriller            ",4.8,"
While women's voices plague her, Ade struggles with how to respond to Pietro's proposal. Leptis teaches Valente how to use a bow and arrow.","

    Stars:
Antonia Fotaras,
Giorgio Belli,
Paolo Bernardini,
Gloria Carovana
",144,43.0,
4588,6-5=2,(2014),"
Horror            ",4.3,"
Six friends decide to undertake a gruelling mountain trek, only to find that the difficulties in store for them are not merely physical. They experience strange and unusual incidents which put their lives at risk.","
    Director:
Bharat Jain
|
    Stars:
Prashantt Guptha,
Gaurav Paswala,
Gaurav Kothari,
Disha Kapoor
",182,104.0,
4768,Kingdom of Us,(2017),"
Documentary, Drama            ",7.1,"
A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.","
    Director:
Lucy Cohen
|
    Stars:
Jamie-Jodie Shanks,
Kacie-Kimie Shanks,
Lorie-Lanie Shanks,
Mirie-Marie Shanks
",828,109.0,
5284,Red Carpet,(III) (2014),"
Comedy, Romance            ",6.1,"
Adult movie director Jung-Woo dreams of working as a regular commercial film director. Eun-Soo is a commercial film actress, who began her career when she was a child. After Jung-Woo meets Eun-Soo he faces enormous changes in his life.","
    Director:
Park Bum-Soo
|
    Stars:
Jae-hong Ahn,
Hwang Chan-sung,
Kook-jin Han,
Oh Jeong-Se
",194,117.0,
3522,Kus uçusu,,"
Comedy            ",,"
Add a Plot
","

    Stars:
Birce Akalay,
Ibrahim Celikkol,
Irem Sak,
Miray Daner
",,,
4143,Anthony Jeselnik: Thoughts and Prayers,(2015 Video),"
Comedy            ",7.8,"
Stand up comedian and former Late Night with Jimmy Fallon writer Anthony Jeselnik brings his dark humor and wit to San Francisco.","
    Director:
Adam Dubin
|
    Stars:
Anthony Jeselnik,
Peggy
","4,734",59.0,
8014, Undercover,(2019– ),"
Crime, Drama, Thriller            ",7.5,"
Jean-Pierre gets hold of Nathalie. The police have another setback. Bob fears his cover is blown and rushes to the Berger mansion.","
    Director:
Cecilia Verheyden
|
    Stars:
Tom Waes,
Ruth Becquart,
Wim Willaert,
Sebastien Dewaele
",286,46.0,
1211,Mirrors,(I) (2008),"
Horror, Mystery            ",6.1,"
An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.","
    Director:
Alexandre Aja
|
    Stars:
Kiefer Sutherland,
Paula Patton,
Amy Smart,
Cameron Boyce
","103,973",110.0,$30.69M
2479,Born to Be Blue,(2015),"
Biography, Drama, Music            ",6.9,"
A re-imagining of jazz legend Chet Baker's musical comeback in the late '60s.","
    Director:
Robert Budreau
|
    Stars:
Ethan Hawke,
Carmen Ejogo,
Callum Keith Rennie,
Tony Nappo
","8,304",97.0,$0.83M
7558, Workin' Moms,(2017– ),"
Comedy            ",7.5,"
While Nathan and Kate navigate their new living arrangement, Frankie and Juniper investigate Sean. A furtive search puts Anne's book in jeopardy.,","
    Director:
Joyce Wong
|
    Stars:
Catherine Reitman,
Dani Kind,
Juno Rinaldi,
Ryan Belleville
",71,,
2142,Enrico Piaggio: Vespa,(2019 TV Movie),"
Biography, Drama, Romance            ",6.9,"
The life of Enrico Piaggio and the story of the most famous scooter in the world ""VESPA""","
    Director:
Umberto Marino
|
    Stars:
Violante Placido,
Beatrice Grannò,
Alessio Boni,
Francesco Pannofino
","2,353",102.0,
3518,The Politician's Husband,(2013),"
Drama            ",7.2,"
Political drama series about a marriage between two politicians, and what happens when the wife's career starts to overshadow her husband's.","

    Stars:
David Tennant,
Emily Watson,
Jack Shepherd,
Roger Allam
","1,655",180.0,
3433,The Upper World,,,,"
Esso is caught in a deadly feud and on the verge of expulsion when he realizes he has an unexpected gift: access to a world where he can see glimpses of the past and the future.","

    Star:
Daniel Kaluuya
",,,
2415,Thriller,(2018),"
Crime, Drama, Horror            ",3.6,"
A childhood prank comes back to haunt a clique of South Central Los Angeles teens when their victim returns home during their high-school Homecoming weekend.","
    Director:
Dallas Jackson
|
    Stars:
Jessica Allain,
Luke Tennie,
Mitchell Edwards,
Paige Hurd
","1,093",87.0,
7606, Fate: The Winx Saga,(2021– ),"
Action, Adventure, Drama            ",7.5,"
Past meets present as Bloom explores a pivotal memory. Meanwhile, Aisha struggles with her studies. Silva shares a secret and a school party takes shape.","
    Director:
Hannah Quinn
|
    Stars:
Abigail Cowen,
Hannah van der Westhuysen,
Precious Mustapha,
Eliot Salt
",899,51.0,
8477, She,(2020– ),"
Crime, Drama            ",6.5,"
With Nayak now in Mumbai, Bhumi is moved to a hotel under police surveillance, but her first encounter with the kingpin takes the team by surprise.","
    Directors:
Arif Ali,
Avinash Das
|
    Stars:
Aditi Sudhir Pohankar,
Kishore Kumar G.,
Vijay Varma,
Vishwas Kini
",45,,
6424,Hiring Women,(2020 Video),"
Short            ",,"
Ratched stars Sarah Paulson, Cynthia Nixon, Sharon Stone, and Judy Davis read from a 1940s Guide To Hiring Women.","

    Stars:
Sarah Paulson,
Judy Davis,
Cynthia Nixon,
Sharon Stone
",,6.0,
3178,Masameer: The Movie,(2020),"
Animation            ",6.0,"
A child with a knack for AI decided to change the world by creating crime-fighting heroes out of her unlikely friends.","
    Director:
Malik Nejer
|
    Stars:
Shahad Alahmari,
Yousef Aldakheel,
Lama Alfard,
Ibraheem Alkhairallah
","2,068",110.0,
1959,Open Season 2,(2008 Video),"
Animation, Adventure, Comedy            ",5.6,"
After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.","
    Directors:
Matthew O'Callaghan,
Todd Wilderman
|
    Stars:
Joel McHale,
Mike Epps,
Jane Krakowski,
Billy Connolly
","22,618",76.0,
4741,Mokalik (Mechanic),(2019),"
Comedy            ",6.3,"
'Mokalik' follows the career of an 11-year-old boy, Ponmile, from the middle-class suburbs who spends the day as a lowly apprentice at a mechanic workshop in order to view life from the ...                See full summary »
","
    Director:
Kunle Afolayan
|
    Stars:
Femi Adebayo,
Halimat Adegbola,
Ayo Adesanya Hassan,
Faith Afolabi
",130,100.0,
8964, Maid,(2021– ),"
Comedy, Drama            ",,"
Add a Plot
","
    Director:
John Wells
|
    Stars:
Margaret Qualley,
Nick Robinson,
Billy Burke,
Andie MacDowell
",,,
7195, The End of the F***ing World,(2017–2019),"
Adventure, Comedy, Crime            ",8.7,"
Desperate to vanish visions of the night at Clive's house, Alyssa suddenly disappears, sending James into a panic attack.","
    Director:
Destiny Ekaragha
|
    Stars:
Jessica Barden,
Alex Lawther,
Naomi Ackie,
Josh Dylan
","2,795",19.0,
9388, Virgin River,(2019– ),"
Drama, Romance            ",7.9,"
Heartbroken, Mel heads to LA to support Joey at her divorce hearing. More of Jack's memories return. Lily asks her friends to care for her children.","
    Director:
Gail Harvey
|
    Stars:
Alexandra Breckenridge,
Martin Henderson,
Colin Lawrence,
Benjamin Hollingsworth
",167,44.0,
28,Supernatural,(2005–2020),"
Drama, Fantasy, Horror            ",8.4,"
Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons and gods that roam the earth.","

    Stars:
Jared Padalecki,
Jensen Ackles,
Jim Beaver,
Misha Collins
","404,273",44.0,
6880, Greenleaf,(2016–2020),"
Drama            ",8.1,"
Grace gives a false alibi for AJ on a burglary arrest, but the police are unconvinced. AJ is zapped with Mama's questioning and scoots. Charity gives proof of Grace's false alibi to Phil. Kerissa has a fling with the buyer of their land.","
    Director:
Lisa Leone
|
    Stars:
Merle Dandridge,
Kim Hawthorne,
Desiree Ross,
Lamman Rucker
",28,42.0,
4724,Dawg Fight,(2015),"
Documentary            ",6.3,"
West Perrine, Florida is a suburban ghetto in Southwest Miami-Dade County. Over 73% of its residents are African-American and more than a third of them are unemployed. Violent crimes occur ...                See full summary »
","
    Director:
Billy Corben
|
    Stars:
Alex Caceres,
Dhafir Harris,
Cedric James
","1,718",109.0,
9673, Daniel Spellbound,(2022– ),"
Animation, Action, Adventure            ",,"
Add a Plot
","
    Directors:
Trevor Deane-Freeman,
Matthew Fernandes
|
    Stars:
Alex Barima,
Catherine Disher,
Dwayne Hill,
Deven Christian Mack
",,,
