,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
4646,Nisman,(2019–2020),"
Documentary, Crime, History            ",7.7,"
The suspicious death of Alberto Nisman, investigator of the attack on the headquarters of the AMIA in 1994.","

    Stars:
Laura Alonso,
James Bernazzani,
Sergio Berni,
Miguel Bronfman
",515,373.0,
8646, Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.5,"
Add a Plot
","
    Director:
Fredrik Edfeldt
|
    Stars:
Sascha Zacharias,
Eva Melander,
Thomas Oredsson,
Jakob Öhrman
",82,45.0,
1064,V-Wars,(2019),"
Drama, Horror, Sci-Fi            ",6.1,"
Dr. Luther Swann enters a world of horror when a virus is released from ice melting due to climate change.","

    Stars:
Ian Somerhalder,
Adrian Holmes,
Jacky Lai,
Kyle Breitkopf
","12,690",60.0,
7598, Brews Brothers,(2020– ),"
Comedy            ",6.8,"
Add a Plot
","
    Director:
Annabel Oakes
|
    Stars:
Mike Castle,
Alan Aisenberg,
Carmen Flood,
Marques Ray
",51,,
6610, Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",8.9,"
The fierce battle between Ichigo and Captain Byakuya rages on. Ichigo taunts Byakuya and demands that he use his Bankai against him...","
    Director:
Noriyuki Abe
|
    Stars:
Masakazu Morita,
Fumiko Orikasa,
Noriaki Sugiyama,
Hiroki Yasumoto
",178,24.0,
5552,Maroon,(2017),"
Thriller            ",5.1,"
An insomniac university professor fears as his wife has gone missing and is clueless resulting him driving Marooned in the house through the psychological traumas.","
    Director:
Pulkit
|
    Stars:
Devyani Cm,
Manav Kaul,
Saurabh Sachdeva,
Sarika Singh
",296,94.0,
1206,Señora Acero,(2014–2019),"
Crime, Drama, Romance            ",7.1,"
Señora Acero 3: La Coyote- Bastard daughter of Vicente Acero, Vicenta Rigores Acero (La Coyote) must come face to face with her destiny to become the New Señora Acero, as she is the inheritor of the Acero family dynasty.","

    Stars:
Aurora Gil,
Oscar Priego,
Jorge Zárate,
Michel Duval
",309,,
1043,The Boy Who Harnessed the Wind,(2019),"
Biography, Drama, History            ",7.6,"
Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.","
    Director:
Chiwetel Ejiofor
|
    Stars:
Chiwetel Ejiofor,
Maxwell Simba,
Felix Lemburo,
Robert Agengo
","32,661",113.0,
8848, Dark Desire,(2020– ),"
Drama, Mystery, Thriller            ",7.2,"
Zoe is taken on a mysterious outing. A clue at Dario's shop leads Alma to a horrifying realization. Esteban's review of the security videos pays off.","

    Stars:
Maite Perroni,
Erik Hayser,
Alejandro Speitzer,
Jorge Poza
",87,,
4494,Hope Frozen,(2018),"
Documentary, Drama            ",6.6,"
After her untimely death, a scientist from Bangkok cryo-preserves his daughter's brain. Scandal swirls around the family as they struggle to grieve a child that, in their view, is suspended between death and reawakening.","
    Director:
Pailin Wedel
|
    Stars:
Max More,
Matrix Naovaratpong,
Nareerat Naovaratpong,
Sahatorn Naovaratpong
",372,75.0,
7700, Rhythm + Flow,(2019– ),"
Music, Reality-TV            ",7.4,"
Add a Plot
","
    Director:
Iren Brown
|
    Stars:
Troy Curry,
Daniel Farris
",61,,
4124,Patron Mutlu Son Istiyor,(2014),"
Comedy, Romance            ",6.1,"
Sinan is sent to Capadocia by his boss, Isfendiyar to write a screenplay. As he waits for inspiration, Sinan finds himself running first into Eylul, the daughter of Izzet, who owns the ...                See full summary »
","
    Director:
Kivanç Baruönü
|
    Stars:
Tolga Çevik,
Ezgi Mola,
Murat Basoglu,
Erkan Can
","6,542",109.0,
9194, Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",,"
Add a Plot
","

    Stars:
Russell Curry,
Hunter Deno,
Kainalu Moya,
Tessa Rao
",,21.0,
4658,Johan Falk: De fredlösa,(2009 Video),"
Action, Crime, Thriller            ",6.6,"
Police management gives Johan Falk and his colleagues at the group for specific action orders to deploy all means against organized crime when a female prosecutor subjected to an explosive ...                See full summary »
","
    Director:
Daniel Lind Lagerlöf
|
    Stars:
Jakob Eklund,
Joel Kinnaman,
Mikael Tornving,
Meliz Karlge
","2,119",94.0,
3279,A Jazzman's Blues,(2022),"
Drama            ",,"
Follows an investigation into an unsolved murder unveiling a story full of forbidden love, deceit and a secret.","
    Director:
Tyler Perry
|
    Stars:
Ryan Eggold,
Milauna Jackson,
Amirah Vann,
Lauren Buglioli
",,,
3405,Ahí te Encargo,(2020),"
Comedy, Romance            ",5.8,"
Alex, an advertising creative, wants to be a dad at any cost, but his wife is a lawyer on top of her career and being a mother isn't part of her plans. An unexpected guest will challenge their love.","
    Director:
Salvador Espinosa
|
    Stars:
Tato Alexander,
Moisés Arizmendi,
Krizia Bajos,
Fernando Becerril
","1,101",111.0,
5835,Decoding Deepak,(2012),"
Documentary            ",5.5,"
Deepak Chopra's son, Gotham, spends a year traveling with this father in an attempt to resolve the spiritual icon he is to the world with the man known to his family.","
    Director:
Gotham Chopra
|
    Stars:
Deepak Chopra,
Gotham Chopra
",124,83.0,$0.01M
7588," The Mind, Explained",(2019),"
Documentary            ",7.7,"
The Mind Explained looks at how memory works and examines the way in which the brain stores, processes, and retrains memories. It also looks at the ways in which memory can fail and ...                See full summary »
","

    Stars:
Emma Stone,
Melanie Mignucci,
Elizabeth Phelps,
Yanjaa Wintersoul
",387,,
3510,9 Kere Leyla,(2020),"
Comedy            ",3.7,"
A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.","
    Director:
Ezel Akay
|
    Stars:
Haluk Bilginer,
Demet Akbag,
Elçin Sangu,
Firat Tanis
","7,092",112.0,
1426,Steins;Gate 0,(2018),"
Animation, Drama, Mystery            ",8.4,"
Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence","

    Stars:
J. Michael Tatum,
Monica Rial,
Tyson Rinehart,
Cherami Leigh
","6,559",30.0,
5930,Dave Attell: Road Work,(2014 TV Special),"
Comedy            ",7.6,"
Veteran New York City comic Dave Attell is back with his Comedy Central stand-up special ""Road Work."" This unique special cuts together multiple performances from Attell's past tour. From ...                See full summary »
","
    Director:
Scott Gawlik
|
    Star:
Dave Attell
",452,60.0,
9091, Vikings: Valhalla,,"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Laura Berlin,
Sam Corlett,
Alan Devine,
Bradley Freegard
",,,
6562, Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",8.2,"
In the midst of their battle, Ichigo finds out that Uryû is a Quincy, a group with a long-standing rivalry with Shinigamis.","
    Director:
Noriyuki Abe
|
    Stars:
Masakazu Morita,
Fumiko Orikasa,
Noriaki Sugiyama,
Hiroki Yasumoto
",204,24.0,
8766, Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.6,"
Across three centuries, residents of Winden continue their desperate quest to alter their fates and save their loved ones.","
    Director:
Baran bo Odar
|
    Stars:
Arnd Klawitter,
Lisa Vicari,
Louis Hofmann,
Paul Lux
","15,128",69.0,
410,The Lost World: Jurassic Park,(1997),"
Action, Adventure, Sci-Fi            ",6.6,"
A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.","
    Director:
Steven Spielberg
|
    Stars:
Jeff Goldblum,
Julianne Moore,
Pete Postlethwaite,
Vince Vaughn
","390,425",129.0,$229.09M
2895,The King and I,(1999),"
Animation, Family, Fantasy            ",4.5,"
Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.","
    Director:
Richard Rich
|
    Stars:
Miranda Richardson,
Martin Vidnovic,
Christiane Noll,
Ian Richardson
","3,922",87.0,$11.96M
3401,Nackt unter Wölfen,(2015 TV Movie),"
Drama, History, War            ",7.2,"
As WWII comes to an end, a group of Buchenwald's emaciated prisoners risk their lives for the safety of the camp's youngest inmate: a four-year-old Auschwitz-born Jewish prisoner. Is there a future for the Buchenwald boy?","
    Director:
Philipp Kadelbach
|
    Stars:
Florian Stetter,
Peter Schneider,
Sylvester Groth,
Sabin Tambrea
","3,845",105.0,
2603,El Hilo Rojo,(2016),"
Drama, Romance            ",5.4,"
Seven years after their fateful first encounter, Abril and Manuel meet again. Although they're both married, their attraction has only grown.","
    Director:
Daniela Goggi
|
    Stars:
Eugenia Suárez,
Benjamín Vicuña,
Hugo Silva,
Guillermina Valdez
","2,371",100.0,
25,Chernobyl,(2021),"
Drama, History, Romance            ",5.0,"
A story about a heroic fireman who worked as one of Chernobyl liquidators.","
    Director:
Danila Kozlovskiy
|
    Stars:
Danila Kozlovskiy,
Oksana Akinshina,
Filipp Avdeev,
Ravshana Kurkova
","4,681",136.0,
9976, The Talk,(2010– ),"
Talk-Show            ",,"
Actor Brian Tyree Henry (""Godzilla vs. Kong"", ""Atlanta"", ""The Woman in the Window""); guest co-hosts Jerry O'Connell and Justin Baldoni;","

    Stars:
Sheryl Underwood,
Carrie Ann Inaba,
Amanda Kloots,
Elaine Welteroth
",,38.0,
6556, Bleach: Burîchi,(2004–2012),"
Animation, Action, Adventure            ",7.7,"
Ichigo runs into Rukia at school, where she's posing as a transfer student. Now that he's got most of her powers, she wants him to take over her Shinigami duties?","
    Directors:
Noriyuki Abe,
Jun'ya Koshiba
|
    Stars:
Masakazu Morita,
Fumiko Orikasa,
Hiroki Yasumoto,
Yuki Matsuoka
",325,24.0,
3802,Million Pound Menu,(2018– ),"
Game-Show, Reality-TV            ",6.7,"
Participants try to convince a jury that their new restaurant ideas could work.","

    Stars:
Fred Sirieix,
Matthew Hawksley,
David Page,
Scott Collins
",506,60.0,
5917,Blue,(II) (2009),"
Drama            ",7.5,"
Gary ""Blue"" Meekins struggles against unusually high obstacles to turn his hopeless life into that of the American dream. As an adolescent growing up in the crime riddled streets of Harlem ...                See full summary »
","
    Director:
Ryan Miningham
|
    Stars:
Don Wallace,
Keith David,
Daya Vaidya,
Henry G. Sanders
",83,98.0,
7805, Los favoritos de Midas,(2020),"
Crime, Drama, Thriller            ",7.0,"
When Victor confesses everything to Monica, she begins to have doubts. Chief Inspector Conte becomes obsessed with the case.","
    Director:
Mateo Gil
|
    Stars:
Luis Tosar,
Marta Belmonte,
Guillermo Toledo,
Carlos Blanco
",116,51.0,
8241, One Piece,,"
Action, Adventure, Fantasy            ",,"
Add a Plot
","
",,,
9613, The Drew Barrymore Show,(2020– ),"
Talk-Show            ",,"
The Great North (2021)'s Nick Offerman will be stops by for your a chat before Good Girls (2018) star Mae Whitman will be joins Drew. Plus, it's Drew's News: Oscar Nominations Edition and ...                See full summary »
","
    Director:
Adam Heydt
|
    Stars:
Drew Barrymore,
Ross Mathews,
Nick Offerman,
Mae Whitman
",,43.0,
3958,The Amityville Haunting,(2011 Video),"
Horror            ",2.6,"
In disregard of the shocking DeFeo murders, an unsuspecting family moves into the infamous house on 112 Ocean Avenue. Now, ghostly apparitions start to appear in their video surveillance system. Can they survive the Amityville haunting?","
    Director:
Geoff Meed
|
    Stars:
Jason Williams,
Amy Van Horne,
Devin Clark,
Nadine Crocker
","2,241",86.0,
8693, Baki,(2018–2020),"
Animation, Action, Drama            ",7.1,"
After a few fights, the tables turned against the hosts. Teams are formed to finish the tournament. Chinese vs US-Japan allies.","
    Director:
Toshiki Hirano
|
    Stars:
Troy Baker,
Ogie Banks,
Xander Mobus,
Chris Hackney
",66,24.0,
3717,Headspace Guide to Sleep,(2021),"
Documentary, Animation            ",6.8,"
Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down.","
",279,,
9057, Glória,(2021– ),"
Drama, History, Thriller            ",,"
Add a Plot
","
    Director:
Tiago Guedes
|
    Stars:
Matt Rippy,
Stephanie Vogt,
Stewart Alexander,
Jim Sturgeon
",,,
2325,La Marca del Demonio,(2020),"
Horror            ",3.2,"
Karl, a man who suffers a demonic possession, together with Tomás, a priest with addiction problems, embark on a hunt for demons, finding the case of Camila, a girl who attacks her family ...                See full summary »
","
    Director:
Diego Cohen
|
    Stars:
Eduardo Noriega,
Eivaut Rischen,
Arantza Ruiz,
Nicolasa Ortíz Monasterio
","2,062",82.0,
456,Yakusoku no Neverland,(2019–2021),"
Animation, Adventure, Drama            ",8.5,"
When three gifted kids at an isolated idyllic orphanage discover the secret and sinister purpose they were raised for, they look for a way to escape from their evil caretaker and lead the other children in a risky escape plan.","

    Stars:
Sumire Morohoshi,
Mariya Ise,
Shinei Ueki,
Lynn
","28,438",23.0,
4907,Paul Hollywood's Big Continental Road Trip,(2017– ),"
Documentary            ",7.5,"
Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.","

    Stars:
Alexis Dubus,
Paul Hollywood
",187,,
2529,Biggie: I Got a Story to Tell,(2021),"
Documentary, Biography, Music            ",6.9,"
This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.","
    Director:
Emmett Malloy
|
    Stars:
The Notorious B.I.G.,
Damion Butler,
Sean 'Diddy' Combs,
Voletta Wallace
","4,347",97.0,
2609,Yarina Tek Bilet,(2020),"
Comedy, Drama, Romance            ",5.6,"
A romantic story of two strangers who come across each other on a journey from Ankara to Izmir.","
    Director:
Ozan Açiktan
|
    Stars:
Metin Akdülger,
Dilan Çiçek Deniz,
Tevfik Kartal,
Fatma Filiz Sencan
","4,492",90.0,
1689,Sweet & Sour,(2021),"
Comedy, Romance            ",6.7,"
Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.","
    Director:
Kae-Byeok Lee
|
    Stars:
Jacky Jung,
Krystal Jung,
Jang Ki-Yong,
Chae Soo-bin
","1,469",101.0,
3901,Mercury 13,(2018),"
Documentary            ",6.9,"
This documentary profiles women who were tested in 1961 for spaceflight, but had their dreams dashed when only men were chosen to become astronauts.","
    Directors:
David Sington,
Heather Walsh
|
    Stars:
Joyce Case,
Bill Clinton,
Hillary Clinton,
Jerrie Cobb
","1,056",78.0,
696,Alias Grace,(2017),"
Biography, Crime, Drama            ",7.7,"
In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity.","

    Stars:
Sarah Gadon,
Edward Holcroft,
Rebecca Liddiard,
Zachary Levi
","28,424",267.0,
8321, The Trials of Gabriel Fernandez,(2020),"
Documentary, Crime            ",8.1,"
In 2013, 8-year-old Gabriel Fernandez dies at a hospital in Los Angeles County. His injuries stem from months of abuse and torture, and his mother and her boyfriend are charged with murder....                See full summary »
","

    Stars:
William Guirola,
Wyatt Hinz,
Johnny Jett Mercado,
Albert Morales
",345,47.0,
5048,Reborn,(VII),"
Action, Adventure, Fantasy            ",,"
Adaptation of the Millerworld comic book series of the same name.","
    Director:
Chris McKay
",,,
2564,Sotto il sole di Riccione,(2020),"
Comedy, Drama, Romance            ",5.4,"
On holiday at Riccione beach, a group of teens get to know each other and help each other get through summer loves' heartache.","
    Director:
Younuts
|
    Stars:
Cristiano Caccamo,
Davide Calgaro,
Matteo Oscar Giuggioli,
Ludovica Martino
","2,060",101.0,
1033,The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",8.2,"
Clancy, a spacecaster with a malfunctioning multiverse simulator, leaves the comfort of his home to interview beings living in dying worlds.","

    Stars:
Phil Hendrie,
Duncan Trussell,
Joey Diaz,
Doug Lussenhop
","13,931",23.0,
255,The Revenant,(2015),"
Action, Adventure, Drama            ",8.0,"
A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.","
    Director:
Alejandro G. Iñárritu
|
    Stars:
Leonardo DiCaprio,
Tom Hardy,
Will Poulter,
Domhnall Gleeson
","732,244",156.0,$183.64M
9179, 800 metros,(2021– ),"
Documentary            ",,"
Add a Plot
","
    Director:
León Siminiani
",,,
155,Bo Burnham: Inside,(2021 TV Special),"
Comedy, Drama, Music            ",8.7,"
A musical comedy special shot and performed by Bo Burnham, alone, over the course of a very unusual year.","
    Director:
Bo Burnham
|
    Stars:
Bo Burnham,
Socko
","31,108",87.0,
9552, Murder Among the Mormons,(2021),"
Documentary, Crime, History            ",7.0,"
Three lethal explosions rattle Salt Lake City in 1985 and expose a dark underbelly of religious-document dealing.","
    Directors:
Jared Hess,
Tyler Measom
|
    Stars:
Ken Sanders,
Richard Turley,
Shannon Flynn,
Dorie Hofmann Olds
",243,45.0,
3459,1920,(2008),"
Horror, Mystery, Romance            ",6.4,"
After forsaking his family and religion, a husband finds his wife is demoniacally possessed.","
    Director:
Vikram Bhatt
|
    Stars:
Rajniesh Duggall,
Adah Sharma,
Anjori Alagh,
Raj Zutshi
","3,183",138.0,
7938, The Umbrella Academy,(2019– ),"
Action, Adventure, Comedy            ",9.1,"
Reeling from the events at Dealey Plaza, the siblings head to the farm to help save Harlan - only to find themselves drawn into a deadly showdown.","
    Director:
Jeremy Webb
|
    Stars:
Elliot Page,
Tom Hopper,
David Castañeda,
Emmy Raver-Lampman
","3,928",49.0,
5192,The Karma Killings,(2016),"
Documentary, Crime, Mystery            ",6.9,"
""The Karma Killings,"" is a modern-day crime thriller mixed in with Indian mythology and class warfare. The documentary delves into India's most infamous serial killings and its impact on a ...                See full summary »
","
    Directors:
Ram Devineni,
Tushar Prakash
",174,83.0,
9694, Last Chance U: Basketball,(2021– ),"
Documentary, Sport            ",7.7,"
Add a Plot
","
    Directors:
Adam Leibowitz,
Daniel George McDonald
",77,,
2494,Inside Man,,"
Drama, Mystery, Thriller            ",,"
A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.","

    Stars:
David Tennant,
Stanley Tucci,
Dolly Wells,
Lydia West
",,,
1446,Yeokdoyojeong Gim Bokju,(2016–2017),"
Comedy, Romance            ",8.4,"
A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way.","

    Stars:
Lee Song-Kyoung,
Nam Joo-Hyuk,
Jae-yoon Lee,
Hye-Jung Cho
","6,035",60.0,
9490, Crime Scene: The Vanishing at the Cecil Hotel,(2021),"
Documentary, Crime, Mystery            ",6.3,"
The mystery deepens; Did a crime even occur? The obsessed descend on the Cecil Hotel hoping to solve the case.","
    Director:
Joe Berlinger
|
    Stars:
Elisa Lam,
Amy Price,
Kim Cooper,
John Lordan
",618,54.0,
2227,Guilt,(2016),"
Crime, Drama, Mystery            ",6.0,"
An American college student living in London becomes the prime suspect in her roommate's gruesome murder.","

    Stars:
Daisy Head,
Emily Tremaine,
Cristian Solimeno,
Naomi Ryan
","2,540",60.0,
5070,Cops and Robbers,(2020),"
Animation, Short, Drama            ",6.9,"
This animated short film is inspired by a spoken word poetry video created in response to the murder of Ahmaud Arbery.","
    Directors:
Arnon Manor,
Timothy Ware-Hill
|
    Star:
Timothy Ware-Hill
",549,6.0,
3284,Particle Fever,(2013),"
Documentary            ",7.4,"
As the Large Hadron Collider is about to be launched for the first time, physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.","
    Director:
Mark Levinson
|
    Stars:
David Kaplan,
Fabiola Gianotti,
Sherwood Boehlert,
Joel Hefley
","7,271",99.0,$0.87M
5800,Mortified Nation,(2013),"
Documentary            ",7.3,"
Adults share their most embarrassing teenage writings and art in front of total strangers at Mortified stage shows across the country, as the filmmakers explore what the show's popularity says about all of us.","
    Director:
Michael Mayer
|
    Stars:
Jenny Bergman,
Alexander Burke,
Cecil Castellucci,
Tynan DeLong
",991,84.0,
8802, Cyberpunk: Edgerunners,(2022– ),"
Animation, Action, Adventure            ",,"
Add a Plot
","
",,,
3969,Perfect World,(2019– ),"
Romance            ",6.9,"
Tsugumi Kawana becomes an office lady who works at an interior design firm. She is young, excited and single. Coincidence brings her back in the company of her early high school crush ...                See full summary »
","

    Stars:
Yumi Asô,
Keiko Horiuchi,
Yûichi Kimura,
Hokuto Matsumura
",79,,
6403,A Dog's Life: The Oscar Lose Story,(2008 Video),"
Documentary, Family            ",,"
The Oscar Lose Story (A Dog's Life) - A new feature length documentary about a small dog, his show business life and owner Dr. M. Phyllis Lose. After serving as one of America's first ...                See full summary »
","
    Director:
Rick Pamplin
|
    Stars:
Scott duPont,
Shirley Fox,
Debbie Fritz,
M. Phyllis Lose
",,72.0,
1439,Comedians in Cars Getting Coffee,(2012– ),"
Animation, Comedy, Family            ",8.1,"
Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.","

    Stars:
Jerry Seinfeld,
Michael Richards,
Mario Joyner,
Jimmy Fallon
","11,473",20.0,
5132,Stai lontana da me,(2013),"
Comedy            ",5.8,"
Jacopo is a very unlucky man, untill he meet Sara at a wedding party. And then his whole life changes. And so hers. Especially hers.","
    Director:
Alessio Maria Federici
|
    Stars:
Enrico Brignano,
Ambra Angiolini,
Anna Galiena,
Giampaolo Morelli
",708,100.0,
4159,Life Overtakes Me,(2019),"
Documentary, Short            ",6.5,"
In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome.","
    Directors:
John Haptas,
Kristine Samuelson
|
    Stars:
Henry Ascher,
Nadja Hatem,
Mikael Billing,
Karl Sallin
","1,755",39.0,
737,Durante la tormenta,(2018),"
Drama, Fantasy, Mystery            ",7.4,"
Two storms separated by 25 years. A woman murdered. A daughter missed. Only 72 hours to discover the truth.","
    Director:
Oriol Paulo
|
    Stars:
Adriana Ugarte,
Chino Darín,
Javier Gutiérrez,
Álvaro Morte
","47,502",128.0,
1048,Big Timber,(2020– ),"
Reality-TV            ",6.5,"
Big Timber follows the dangerous work of logger and sawmill owner Kevin Wenstob as he and his crew go to extremes to keep the family sawmill, and their way of life, alive.","

    Stars:
Sarah Fleming,
Erik Wenstob,
Kevin Wenstob,
Coleman Willner
",333,,
8547, Into the Night,(2020– ),"
Drama, Sci-Fi, Thriller            ",7.5,"
An ex-Army helicopter pilot, Sylvie, finds herself in the middle of a strange hijacking drama aboard her flight from Brussels to Moscow.","
    Directors:
Inti Calfat,
Dirk Verheye
|
    Stars:
Pauline Etienne,
Laurent Capelluto,
Stefano Cassetti,
Mehmet Kurtulus
",969,40.0,
4414,French Dirty,(2015),"
Comedy, Drama            ",4.9,"
The distant past, the recent past and the present collide in French Dirty, a meditation on love, loss and growing up as a millennial.","
    Directors:
Jesse Allain-Marcus,
Wade Allain-Marcus
|
    Stars:
Wade Allain-Marcus,
Melina Lizette,
Arjun Gupta,
Elsa Biedermann
",272,72.0,
6657, Blood of Zeus,(2020– ),"
Animation, Action, Fantasy            ",8.7,"
Hera launches her final attack on Olympus, and while the other Gods and Heron struggle to defend it, a new demigod rises to the occasion.","
    Director:
Shaunt Nigoghossian
|
    Stars:
Claudia Christian,
Jason O'Mara,
Derek Phillips,
Chris Diamantopoulos
",516,37.0,
9506, Jurassic World: Camp Cretaceous,(2020– ),"
Animation, Action, Adventure            ",7.8,"
Brooklynn, Ben, Kenji and Yasmina work to uncover a secret and restore power to the park as Darius leads Mitch and Tiff straight into a T. rex trap.","
    Directors:
Zesung Kang,
Shih Ming Tay,
Michael Mullen
|
    Stars:
Paul-Mikél Williams,
Sean Giambrone,
Kausar Mohammed,
Jenna Ortega
",234,24.0,
817,Kill Me Three Times,(2014),"
Action, Comedy, Crime            ",5.9,"
Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
    Director:
Kriv Stenders
|
    Stars:
Simon Pegg,
Teresa Palmer,
Alice Braga,
Luke Hemsworth
","22,359",90.0,$0.02M
3753,Mater,(I) (2017),"
Drama            ",4.7,"
Mater is a film about the struggle between love and law; about social differences and distances that these generate. And about love, that crosses all, allows all: both good and evil.","
    Director:
Pablo D'Alo Abba
|
    Stars:
Lautaro Perotti,
Tamara Kiper,
Inda Lavalle,
Araceli Dvoskin
",238,80.0,
1761,El Recluso,(2018– ),"
Drama, Thriller            ",7.0,"
An American SPEC OPS infiltrates one of Mexico's toughest prisons in search of information on the whereabouts of an American politician's daughter.","

    Stars:
Ignacio Serricchio,
Ana Claudia Talancón,
Flavio Medina,
Luis Felipe Tovar
","2,332",60.0,
8338, Hyena,(2020– ),"
Drama, Romance            ",7.7,"
Add a Plot
","
    Director:
Tae You Chang
|
    Stars:
Ju Ji-Hoon,
Kim Hye-su,
Lee Kyung-young,
Jun Suk-ho
",11,,
4692,Dave Chappelle,(2017),"
Documentary, Comedy            ",8.7,"
Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.","

    Star:
Dave Chappelle
","2,224",66.0,
